"","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp","PlotName","Date_Time"
"1116",2017-08-01 00:00:00,0.0947,76.8,1.2,20.9838888888889,21.27,"B127",2017-08-01 00:18:51
"1117",2017-08-01 01:00:00,0.094,78.6,1.2,20.865,21.27,"B127",2017-08-01 01:18:51
"1118",2017-08-01 02:00:00,0.094,79.3,1.2,20.77,20.6738888888889,"B127",2017-08-01 02:18:51
"1119",2017-08-01 03:00:00,0.0933,79.3,1.2,20.6977777777778,21.5811111111111,"B127",2017-08-01 03:18:51
"1120",2017-08-01 04:00:00,0.0933,79.1,1.2,20.6272222222222,21.0561111111111,"B127",2017-08-01 04:18:51
"1121",2017-08-01 05:00:00,0.0925,80.3,1.2,20.5788888888889,20.96,"B127",2017-08-01 05:18:51
"1122",2017-08-01 06:00:00,0.0925,82,1.2,20.5311111111111,21.6038888888889,"B127",2017-08-01 06:18:51
"1123",2017-08-01 07:00:00,0.0918,77.4,3.7,20.4838888888889,22.13,"B127",2017-08-01 07:18:51
"1124",2017-08-01 08:00:00,0.0918,82.8,8.7,20.4361111111111,21.5327777777778,"B127",2017-08-01 08:18:51
"1125",2017-08-01 09:00:00,0.0911,76.7,23.7,20.46,24.8711111111111,"B127",2017-08-01 09:18:51
"1126",2017-08-01 10:00:00,0.0904,71,38.7,20.555,25.4277777777778,"B127",2017-08-01 10:18:51
"1127",2017-08-01 11:00:00,0.0904,69.7,53.7,20.77,26.3527777777778,"B127",2017-08-01 11:18:51
"1128",2017-08-01 12:00:00,0.0896,68.1,51.2,21.0788888888889,27.0377777777778,"B127",2017-08-01 12:18:51
"1129",2017-08-01 13:00:00,0.0889,60.2,81.2,21.3422222222222,26.7927777777778,"B127",2017-08-01 13:18:51
"1130",2017-08-01 14:00:00,0.0882,66.8,36.2,21.5327777777778,25.4772222222222,"B127",2017-08-01 14:18:51
"1131",2017-08-01 15:00:00,0.0874,67.7,33.7,21.6038888888889,27.1122222222222,"B127",2017-08-01 15:18:51
"1132",2017-08-01 16:00:00,0.0867,67.4,41.2,21.6761111111111,27.1122222222222,"B127",2017-08-01 16:18:51
"1133",2017-08-01 17:00:00,0.086,56.4,18.7,21.7722222222222,27.4311111111111,"B127",2017-08-01 17:18:51
"1134",2017-08-01 18:00:00,0.0853,55.6,13.7,21.8188888888889,27.235,"B127",2017-08-01 18:18:51
"1135",2017-08-01 19:00:00,0.0845,57.3,6.2,21.8188888888889,26.5977777777778,"B127",2017-08-01 19:18:51
"1136",2017-08-01 20:00:00,0.0845,58.3,1.2,21.7477777777778,25.3311111111111,"B127",2017-08-01 20:18:51
"1137",2017-08-01 21:00:00,0.0845,69.5,1.2,21.6522222222222,23.905,"B127",2017-08-01 21:18:51
"1138",2017-08-01 22:00:00,0.0838,79,1.2,21.5327777777778,22.2022222222222,"B127",2017-08-01 22:18:51
"1139",2017-08-01 23:00:00,0.0831,82.3,1.2,21.4127777777778,21.9627777777778,"B127",2017-08-01 23:18:51
"1140",2017-08-02 00:00:00,0.0831,85.3,1.2,21.2938888888889,21.3177777777778,"B127",2017-08-02 00:18:51
"1141",2017-08-02 01:00:00,0.0824,86.6,1.2,21.1511111111111,20.8888888888889,"B127",2017-08-02 01:18:51
"1142",2017-08-02 02:00:00,0.0816,89.5,1.2,21.0077777777778,20.3172222222222,"B127",2017-08-02 02:18:51
"1143",2017-08-02 03:00:00,0.0824,92.2,1.2,20.8888888888889,20.055,"B127",2017-08-02 03:18:51
"1144",2017-08-02 04:00:00,0.0809,93.9,1.2,20.77,19.7461111111111,"B127",2017-08-02 04:18:51
"1145",2017-08-02 05:00:00,0.0809,95,1.2,20.6738888888889,19.6738888888889,"B127",2017-08-02 05:18:51
