"","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp","PlotName","Date_Time"
"10068",2018-08-01 00:00:00,0.2029,83.1,1.2,19.555,19.2461111111111,"B127",2018-07-31 23:38:46
"10069",2018-08-01 01:00:00,0.2029,85.8,1.2,19.4361111111111,18.8888888888889,"B127",2018-08-01 00:38:46
"10070",2018-08-01 02:00:00,0.2022,89.2,1.2,19.3411111111111,18.0327777777778,"B127",2018-08-01 01:38:46
"10071",2018-08-01 03:00:00,0.2022,91.3,1.2,19.2222222222222,17.605,"B127",2018-08-01 02:38:46
"10072",2018-08-01 04:00:00,0.2015,92.1,1.2,19.08,17.1527777777778,"B127",2018-08-01 03:38:46
"10073",2018-08-01 05:00:00,0.2015,93.9,1.2,18.9611111111111,16.725,"B127",2018-08-01 04:38:46
"10074",2018-08-01 06:00:00,0.2015,94.4,1.2,18.8422222222222,16.4627777777778,"B127",2018-08-01 05:38:46
"10075",2018-08-01 07:00:00,0.2015,93.2,1.2,18.6988888888889,16.6772222222222,"B127",2018-08-01 06:38:46
"10076",2018-08-01 08:00:00,0.2015,91.6,6.2,18.6038888888889,17.5577777777778,"B127",2018-08-01 07:38:46
"10077",2018-08-01 09:00:00,0.2015,88.5,11.2,18.58,20.055,"B127",2018-08-01 08:38:46
"10078",2018-08-01 10:00:00,0.2015,80.2,26.2,18.7227777777778,22.4172222222222,"B127",2018-08-01 09:38:46
"10079",2018-08-01 11:00:00,0.2015,75.1,41.2,18.9611111111111,24.315,"B127",2018-08-01 10:38:46
"10080",2018-08-01 12:00:00,0.2015,68.7,53.7,19.2461111111111,24.7261111111111,"B127",2018-08-01 11:38:46
"10081",2018-08-01 13:00:00,0.2015,62.3,58.7,19.5788888888889,25.355,"B127",2018-08-01 12:38:46
"10082",2018-08-01 14:00:00,0.2008,60.4,61.2,19.8877777777778,27.0627777777778,"B127",2018-08-01 13:38:46
"10083",2018-08-01 15:00:00,0.2008,57.9,43.7,20.1027777777778,27.3327777777778,"B127",2018-08-01 14:38:46
"10084",2018-08-01 16:00:00,0.2741,69.8,18.7,20.2927777777778,18.1522222222222,"B127",2018-08-01 15:38:46
"10085",2018-08-01 17:00:00,0.2719,94.1,16.2,19.9361111111111,20.6027777777778,"B127",2018-08-01 16:38:46
"10086",2018-08-01 18:00:00,0.2647,92.9,11.2,19.8411111111111,22.8238888888889,"B127",2018-08-01 17:38:46
"10087",2018-08-01 19:00:00,0.309,94.3,13.7,18.7472222222222,18.2,"B127",2018-08-01 18:38:46
"10088",2018-08-01 20:00:00,0.2974,96.9,1.2,18.3188888888889,19.6272222222222,"B127",2018-08-01 19:38:46
"10089",2018-08-01 21:00:00,0.2923,98.1,1.2,18.5327777777778,20.1027777777778,"B127",2018-08-01 20:38:46
"10090",2018-08-01 22:00:00,0.2886,98.7,1.2,18.7227777777778,20.4838888888889,"B127",2018-08-01 21:38:46
"10091",2018-08-01 23:00:00,0.2857,94.5,1.2,18.8422222222222,20.8411111111111,"B127",2018-08-01 22:38:46
